the,match,phase,detail,notes,game_date,A,player_A,a,b,player_B,B,others
38,竜王戦,2組,ランキング戦,2回戦,2025-04-01,☗,池永天志,★,☆,永瀬拓矢,☖,
38,竜王戦,6組,ランキング戦,4回戦,2025-04-01,☖,高橋佑二郎,☆,★,徳田拳士,☗,
38,竜王戦,6組,ランキング戦,4回戦,2025-04-01,☗,吉池隆真,★,☆,岡部怜央,☖,
38,竜王戦,4組,昇級者決定戦,1回戦,2025-04-01,☖,飯塚祐紀,★,☆,北島忠雄,☗,
38,竜王戦,4組,昇級者決定戦,1回戦,2025-04-01,☖,黒沢怜生,★,☆,中村修,☗,
66,王位戦,挑戦者決定リーグ紅組,4回戦,,2025-04-01,☗,八代弥,☆,★,大橋貴洸,☖,
51,棋王戦,予選,3回戦,3組,2025-04-01,☖,田中悠一,★,☆,松尾歩,☗,
75,王将戦,一次予選,3組,2回戦,2025-04-01,☖,藤森哲也,★,☆,及川拓馬,☗,
75,王将戦,一次予選,6組,3回戦,2025-04-01,☗,古賀悠聖,☆,★,村山慈明,☖,
38,竜王戦,5組,ランキング戦,3回戦,2025-04-02,☗,山本博志,☆,★,川上猛,☖,
38,竜王戦,4組,昇級者決定戦,1回戦,2025-04-02,☖,石川優太,★,☆,渡辺大夢,☗,
38,竜王戦,4組,昇級者決定戦,1回戦,2025-04-02,☖,伊藤真吾,★,☆,戸辺誠,☗,
51,棋王戦,予選,3回戦,7組,2025-04-02,☗,安用寺孝功,★,☆,井田明宏,☖,
75,王将戦,一次予選,5組,3回戦,2025-04-02,☖,藤本渚,★,☆,山崎隆之,☗,
38,竜王戦,2組,ランキング戦,2回戦,2025-04-03,☗,羽生善治,☆,★,佐藤天彦,☖,
38,竜王戦,2組,ランキング戦,2回戦,2025-04-03,☗,深浦康市,★,☆,稲葉陽,☖,
38,竜王戦,5組,昇級者決定戦,1回戦,2025-04-03,☗,矢倉規広,☆,★,井上慶太,☖,
10,叡王戦,五番勝負,第1局,,2025-04-03,☗,伊藤匠,★,☆,斎藤慎太郎,☖,2025
66,王位戦,挑戦者決定リーグ白組,3回戦,,2025-04-03,☖,杉本和陽,☆,★,都成竜馬,☗,
51,棋王戦,予選,2回戦,1組,2025-04-03,☖,阿部健治郎,☆,★,中川大輔,☗,
51,棋王戦,予選,3回戦,1組,2025-04-03,☖,三枚堂達也,★,☆,梶浦宏孝,☗,
51,棋王戦,予選,3回戦,1組,2025-04-03,☗,宮田敦史,★,☆,丸山忠久,☖,
51,棋王戦,予選,3回戦,6組,2025-04-03,☗,齊藤裕也,★,☆,出口若武,☖,
75,王将戦,一次予選,2組,2回戦,2025-04-03,☗,青嶋未来,☆,★,山川泰熙,☖,
75,王将戦,一次予選,6組,3回戦,2025-04-03,☖,大石直嗣,★,☆,狩山幹生,☗,
33,銀河戦,本戦,Gブロック,6回戦,2025-04-03,☗,杉本昌隆,☆,★,佐々木大地,☖,2025-06-12
33,銀河戦,本戦,Gブロック,7回戦,2025-04-03,☗,佐々木慎,☆,★,杉本昌隆,☖,2025-07-10
38,竜王戦,1組,ランキング戦,2回戦,2025-04-04,☗,木村一基,☆,★,郷田真隆,☖,
38,竜王戦,4組,ランキング戦,2回戦,2025-04-04,☗,高崎一生,☆,★,飯島栄治,☖,
38,竜王戦,4組,ランキング戦,3回戦,2025-04-04,☖,狩山幹生,☆,★,村田顕弘,☗,
38,竜王戦,5組,ランキング戦,2回戦,2025-04-04,☖,門倉啓太,★,☆,長谷部浩平,☗,
51,棋王戦,予選,3回戦,2組,2025-04-04,☖,森内俊之,★,☆,井出隼平,☗,
51,棋王戦,予選,3回戦,7組,2025-04-04,☖,古賀悠聖,☆,★,冨田誠也,☗,
51,棋王戦,予選,3回戦,8組,2025-04-04,☖,西川和宏,★,☆,池永天志,☗,
51,棋王戦,予選,準決勝,8組,2025-04-04,☖,服部慎一郎,☆,★,上野裕寿,☗,
75,NHK杯,本戦,1回戦,第5局,2025-04-04,☗,岡部怜央,★,☆,山崎隆之,☖,2025-05-04
66,王位戦,挑戦者決定リーグ紅組,2回戦,,2025-04-07,☖,八代弥,☆,★,佐々木勇気,☗,
66,王位戦,挑戦者決定リーグ白組,4回戦,,2025-04-07,☗,永瀬拓矢,☆,★,羽生善治,☖,
38,竜王戦,3組,昇級者決定戦,1回戦,2025-04-08,☗,梶浦宏孝,★,☆,増田康宏,☖,
96,棋聖戦,決勝トーナメント,2回戦,,2025-04-08,☗,及川拓馬,★,☆,杉本和陽,☖,
75,王将戦,一次予選,4組,3回戦,2025-04-08,☗,糸谷哲郎,★,☆,柵木幹太,☖,
75,王将戦,一次予選,4組,3回戦,2025-04-08,☗,石井健太郎,☆,★,宮嶋健太,☖,
38,竜王戦,4組,ランキング戦,3回戦,2025-04-09,☗,井田明宏,☆,★,横山泰明,☖,
38,竜王戦,5組,昇級者決定戦,1回戦,2025-04-09,☗,中川大輔,☆,★,千葉幸生,☖,
66,王位戦,挑戦者決定リーグ紅組,2回戦,,2025-04-09,☗,大橋貴洸,☆,★,丸山忠久,☖,
96,棋聖戦,決勝トーナメント,2回戦,,2025-04-09,☖,佐々木大地,★,☆,西田拓也,☗,
51,棋王戦,予選,3回戦,2組,2025-04-09,☗,瀬川晶司,★,☆,星野良生,☖,
51,棋王戦,予選,3回戦,6組,2025-04-09,☖,石川優太,★,☆,高田明浩,☗,
38,竜王戦,5組,ランキング戦,3回戦,2025-04-10,☖,出口若武,★,☆,山下数毅三段,☗,
38,竜王戦,5組,昇級者決定戦,2回戦,2025-04-10,☗,竹内雄悟,☆,★,村田智弘,☖,
83,名人戦,七番勝負,第1局,,2025-04-10,☖,藤井聡太,☆,★,永瀬拓矢,☗,2025
66,王位戦,挑戦者決定リーグ白組,2回戦,,2025-04-10,☗,古賀悠聖,☆,★,都成竜馬,☖,
96,棋聖戦,決勝トーナメント,2回戦,,2025-04-10,☖,高崎一生,★,☆,羽生善治,☗,
51,棋王戦,予選,3回戦,2組,2025-04-10,☖,吉池隆真,☆,★,佐藤和俊,☗,
51,棋王戦,予選,3回戦,3組,2025-04-10,☗,青嶋未来,★,☆,小山怜央,☖,
75,王将戦,一次予選,1組,3回戦,2025-04-10,☗,佐々木慎,★,☆,松尾歩,☖,
75,王将戦,一次予選,2組,3回戦,2025-04-10,☖,飯島栄治,★,☆,松本佳介,☗,
75,王将戦,一次予選,3組,3回戦,2025-04-10,☖,阿久津主税,★,☆,村中秀史,☗,
75,王将戦,一次予選,4組,3回戦,2025-04-10,☖,郷田真隆,☆,★,阿部健治郎,☗,
38,竜王戦,4組,ランキング戦,3回戦,2025-04-11,☖,石田直裕,☆,★,金井恒太,☗,
38,竜王戦,5組,昇級者決定戦,1回戦,2025-04-11,☗,窪田義行,★,☆,藤森哲也,☖,
38,竜王戦,5組,昇級者決定戦,2回戦,2025-04-11,☗,阿部隆,☆,★,遠山雄亮,☖,
75,王将戦,一次予選,5組,3回戦,2025-04-11,☖,久保利明,★,☆,斎藤慎太郎,☗,
75,NHK杯,本戦,1回戦,第6局,2025-04-11,☗,藤本渚,☆,★,谷合廣紀,☖,2025-05-11
96,棋聖戦,決勝トーナメント,2回戦,,2025-04-13,☗,八代弥,★,☆,永瀬拓矢,☖,
38,竜王戦,1組,出場者決定戦,1回戦,2025-04-15,☖,松尾歩,☆,★,伊藤匠,☗,
38,竜王戦,1組,出場者決定戦,準決勝,2025-04-15,☖,斎藤慎太郎,★,☆,三浦弘行,☗,
51,棋王戦,予選,3回戦,3組,2025-04-15,☗,及川拓馬,☆,★,片上大輔,☖,
51,棋王戦,予選,準決勝,7組,2025-04-15,☗,藤本渚,☆,★,徳田拳士,☖,
51,棋王戦,予選,準決勝,8組,2025-04-15,☗,折田翔吾,★,☆,池永天志,☖,
75,王将戦,一次予選,4組,3回戦,2025-04-15,☗,岡部怜央,☆,★,行方尚史,☖,
38,竜王戦,6組,ランキング戦,準々決勝,2025-04-16,☗,小山直希,☆,★,高橋佑二郎,☖,
66,王位戦,挑戦者決定リーグ紅組,4回戦,,2025-04-16,☖,丸山忠久,□,■,渡辺明,☗,
51,棋王戦,予選,3回戦,5組,2025-04-16,☗,西尾明,★,☆,戸辺誠,☖,
75,王将戦,一次予選,3組,3回戦,2025-04-16,☗,豊川孝弘,★,☆,横山泰明,☖,
75,王将戦,一次予選,6組,準決勝,2025-04-16,☗,狩山幹生,☆,★,畠山鎮,☖,
38,竜王戦,1組,ランキング戦,準決勝,2025-04-17,☖,菅井竜也,★,☆,佐々木勇気,☗,
38,竜王戦,6組,ランキング戦,4回戦,2025-04-17,☗,古賀悠聖,★,☆,平藤眞吾,☖,
38,竜王戦,2組,昇級者決定戦,1回戦,2025-04-17,☗,豊島将之,☆,★,糸谷哲郎,☖,
38,竜王戦,4組,昇級者決定戦,1回戦,2025-04-17,☖,大橋貴洸,☆,★,杉本昌隆,☗,
96,棋聖戦,決勝トーナメント,準決勝,,2025-04-17,☖,羽生善治,★,☆,永瀬拓矢,☗,
75,王将戦,一次予選,1組,3回戦,2025-04-17,☗,森内俊之,★,☆,深浦康市,☖,
75,王将戦,一次予選,3組,3回戦,2025-04-17,☗,屋敷伸之,★,☆,小山怜央,☖,
38,竜王戦,6組,ランキング戦,準々決勝,2025-04-18,☗,谷合廣紀,☆,★,岡部怜央,☖,
96,棋聖戦,決勝トーナメント,準決勝,,2025-04-18,☖,西田拓也,★,☆,杉本和陽,☗,
51,棋王戦,予選,3回戦,4組,2025-04-18,☖,山川泰熙,☆,★,佐々木慎,☗,
51,棋王戦,予選,3回戦,4組,2025-04-18,☗,郷田真隆,☆,★,長谷部浩平,☖,
51,棋王戦,予選,3回戦,5組,2025-04-18,☗,松本佳介,☆,★,佐藤慎一,☖,
51,棋王戦,予選,3回戦,5組,2025-04-18,☗,関矢寛之アマ,☆,★,石田直裕,☖,
